_id,name,address,category,noiseLevel,groupFriendly,hours,description,status,pos,createdBy,createdAt
845,Rhybox,9 Wayridge Junction,Residence,Loud,Group Friendly,8:00am - 6:00pm,"Crunchy tortilla chips with a hint of sea salt, great with dips.",,-68.1942711,845,6/6/2025
846,Photobug,09 Glendale Center,Residence,Quiet,Not Group Friendly,8:00am - 6:00pm,Healthy chia pudding made with mango and coconut milk.,,66.8975372,846,4/23/2025
847,Youtags,5323 Schiller Drive,Library,Quiet,Group Friendly,11:00am - 5:00pm,"Rich and creamy tomato basil soup, perfect with a grilled cheese.",,19.0552497,847,10/27/2025
848,Babbleset,5 Comanche Crossing,Residence,Quiet,Group Friendly,8:00am - 6:00pm,Flexible LED lights for creative home lighting designs.,,104.6995991,848,1/25/2026
849,Centidel,12657 Granby Drive,Student Center,Loud,Not Group Friendly,11:00am - 5:00pm,"Fluffy quinoa mixed with lemon zest and herbs, a perfect side.",,35.26916,849,12/9/2025
850,Gigazoom,736 Orin Park,Cafe,Moderate,Not Group Friendly,8:00am - 6:00pm,"Fast and compact external solid state drive, 1TB.",,7.7170649,850,2/4/2026
851,Browsecat,46 Havey Lane,Student Center,Quiet,Group Friendly,8:00am - 6:00pm,Smart speaker with Alexa and music streaming features.,,41.3986916,851,7/26/2025
852,Livepath,56561 Canary Drive,Library,Quiet,Not Group Friendly,24 hour,Non-contact thermometer for quick and easy temperature readings.,,37.4827996,852,1/21/2026
853,Omba,4002 Rusk Crossing,Residence,Quiet,Group Friendly,24 hour,Classic fit blue jeans with a slight stretch for comfort and durability.,,107.2776992,853,3/7/2026
854,Geba,484 Hollow Ridge Plaza,Library,Moderate,Group Friendly,24 hour,Reusable tote bags for shopping and eco-friendly living.,,-65.0604467,854,10/9/2025
855,Mynte,5 Carpenter Point,Cafe,Moderate,Group Friendly,24 hour,Designed for comfort and performance during workouts.,,2.2372792,855,5/21/2025
856,Ainyx,41 Green Parkway,Residence,Loud,Not Group Friendly,8:00am - 6:00pm,"Delicious vegetable dumplings, perfect for steaming or frying.",,140.9686224,856,12/27/2025
857,Trilith,74 Reinke Way,Cafe,Loud,Not Group Friendly,24 hour,"Fluffy couscous seasoned with a blend of herbs, perfect as a side dish.",,22.4329027,857,1/3/2026
858,Shuffledrive,48 Westport Street,Cafe,Quiet,Group Friendly,11:00am - 5:00pm,Sweet and tangy jam made from natural apricots.,,14.8410058,858,12/22/2025
859,Buzzbean,14358 Colorado Court,Residence,Quiet,Not Group Friendly,24 hour,A mix of frozen roasted vegetables for an easy side dish.,,107.4492746,859,1/13/2026
860,Jabbersphere,0262 Mallory Park,Residence,Quiet,Group Friendly,8:00am - 6:00pm,Non-stick baking mat for easy cooking and cleanup.,,-121.6954666,860,3/17/2026
861,Janyx,391 Drewry Avenue,Student Center,Quiet,Group Friendly,11:00am - 5:00pm,Soft oatmeal cookies with maple and pecans.,,-117.2893839,861,5/21/2025
862,Bluezoom,19246 Melvin Avenue,Library,Moderate,Group Friendly,8:00am - 6:00pm,Marinated chicken skewers infused with traditional tandoori spices.,,2.5135985,862,4/18/2025
863,Kimia,2414 Hoard Terrace,Student Center,Loud,Group Friendly,11:00am - 5:00pm,Hard-shell case for protecting sunglasses.,,19.347341,863,8/2/2025
864,Rhycero,109 Roth Point,Library,Moderate,Not Group Friendly,24 hour,Lightweight water filter for outdoor adventures.,,24.2595187,864,9/13/2025
865,Eayo,81240 Butternut Way,Student Center,Quiet,Not Group Friendly,8:00am - 6:00pm,Multi-level cat tree for play and scratching.,,-6.8672668,865,2/4/2026
866,Zoombox,7 Main Point,Student Center,Moderate,Group Friendly,8:00am - 6:00pm,Ceramic pizza stone for homemade pizzas.,,100.5201019,866,6/15/2025
867,JumpXS,349 Bowman Parkway,Student Center,Moderate,Group Friendly,11:00am - 5:00pm,Easy-to-install lights to brighten kitchen cabinets and workspaces.,,-91.912218,867,3/28/2025
868,Livetube,103 Bellgrove Drive,Academic,Loud,Not Group Friendly,8:00am - 6:00pm,Healthier way to make popcorn in the microwave without oil.,,109.864472,868,8/25/2025
869,Wikido,0 Johnson Street,Cafe,Quiet,Not Group Friendly,11:00am - 5:00pm,"Juicy meatballs made with a blend of beef and pork, seasoned with Italian herbs.",,112.5541,869,6/13/2025
870,Gabspot,136 Bunker Hill Street,Cafe,Loud,Not Group Friendly,8:00am - 6:00pm,Foam yoga block for enhancing poses and stability.,,120.4706,870,7/29/2025
871,Eidel,7 Sage Crossing,Library,Quiet,Group Friendly,8:00am - 6:00pm,Multi-angle stand for easy viewing of devices.,,5.8978018,871,8/12/2025
872,Linkbridge,0 Ohio Hill,Library,Quiet,Group Friendly,11:00am - 5:00pm,Multi-level cat tree for climbing and scratching.,,34.801898,872,2/27/2026
873,Linktype,6 Prairieview Plaza,Academic,Moderate,Not Group Friendly,24 hour,Spreadable cream cheese blended with garlic and herbs.,,2.2372823,873,6/2/2025
874,Dynabox,84 Haas Road,Cafe,Loud,Group Friendly,24 hour,A sweet and spicy sauce for dipping or cooking.,,104.1698463,874,10/24/2025
875,Mita,815 Stuart Circle,Student Center,Moderate,Not Group Friendly,8:00am - 6:00pm,A flavorful sauce for stir-frying vegetables and meats.,,16.8056804,875,11/30/2025
876,Dabfeed,962 La Follette Lane,Academic,Moderate,Group Friendly,11:00am - 5:00pm,Comfortable gaming headset with surround sound.,,-80.0856189,876,11/4/2025
877,Tagfeed,9 Toban Crossing,Cafe,Quiet,Not Group Friendly,24 hour,Nutritious protein bars for on-the-go snacking.,,-77.45,877,10/17/2025
878,Bubblebox,9403 Alpine Junction,Library,Moderate,Group Friendly,24 hour,Essential attachments for pressure washing.,,105.9141793,878,1/26/2026
879,Dabjam,7417 Mesta Drive,Student Center,Quiet,Not Group Friendly,11:00am - 5:00pm,Instant ramen cups with flavor-packed broth.,,30.2801166,879,1/10/2026
880,Yakidoo,79027 Oxford Court,Cafe,Loud,Group Friendly,8:00am - 6:00pm,Creamy peach-flavored yogurt with real fruit.,,121.450653,880,9/20/2025
881,Tavu,01168 Chive Pass,Library,Loud,Group Friendly,8:00am - 6:00pm,Complete cleaning kit for camera lenses.,,-87.583038,881,2/22/2026
882,Mudo,3907 Kipling Road,Library,Loud,Not Group Friendly,8:00am - 6:00pm,Crispy apple chips drizzled with caramel for a sweet treat.,,-8.6432945,882,4/20/2025
883,Brainlounge,9598 Victoria Alley,Residence,Quiet,Group Friendly,11:00am - 5:00pm,Roasted cashews coated in honey and sesame seeds for a sweet treat.,,-8.7524636,883,9/17/2025
884,Thoughtstorm,5 Valley Edge Street,Residence,Moderate,Not Group Friendly,8:00am - 6:00pm,A sweet and tangy vinaigrette dressing for salads.,,-58.5144579,884,1/24/2026
885,Rhyloo,0 Blaine Crossing,Academic,Loud,Group Friendly,8:00am - 6:00pm,"Protein-rich quinoa, a great alternative to rice.",,151.2502275,885,5/3/2025
886,Dabshots,68280 Caliangt Parkway,Student Center,Moderate,Not Group Friendly,8:00am - 6:00pm,Energy-efficient window air conditioner for cooling.,,6.1112878,886,6/11/2025
887,Gigabox,50 Schlimgen Hill,Library,Loud,Not Group Friendly,11:00am - 5:00pm,Decadent tart made with rich dark chocolate.,,121.2478052,887,7/20/2025
888,Realbridge,89 Delladonna Way,Student Center,Quiet,Not Group Friendly,11:00am - 5:00pm,A blend of spices perfect for seasoning steak.,,-46.7478493,888,8/26/2025
889,Fanoodle,9424 Morrow Place,Residence,Quiet,Group Friendly,8:00am - 6:00pm,Savory quiche loaded with spinach and cheese.,,-52.8444231,889,4/8/2025
890,Browsedrive,7 Homewood Avenue,Cafe,Quiet,Group Friendly,8:00am - 6:00pm,"Protein-rich quinoa, a great alternative to rice.",,35.16593,890,5/7/2025
891,Fiveclub,1405 Kensington Court,Cafe,Quiet,Not Group Friendly,11:00am - 5:00pm,Stylish smartwatch with fitness tracking features.,,115.1767095,891,9/30/2025
892,Bluejam,7614 Welch Pass,Residence,Loud,Group Friendly,8:00am - 6:00pm,"Crunchy, seasoned chickpeas for a wholesome snack.",,99.0819914,892,4/3/2025
893,Pixoboo,2032 Fairview Plaza,Residence,Moderate,Group Friendly,8:00am - 6:00pm,Stay warm with this stylish knit beanie in various colors.,,14.50306,893,2/8/2026
894,Photolist,51547 Clarendon Parkway,Residence,Quiet,Not Group Friendly,11:00am - 5:00pm,Soft and chewy cookies made with creamy peanut butter.,,117.395313,894,4/20/2025
895,Eare,395 Jana Alley,Library,Loud,Not Group Friendly,8:00am - 6:00pm,Everyday flats that combine comfort and style.,,121.0038631,895,1/25/2026
896,Flashspan,4 Westridge Center,Residence,Moderate,Group Friendly,8:00am - 6:00pm,"Crunchy granola with oats, nuts, and honey.",,-157.4903907,896,8/28/2025
897,Twitterworks,3 Bashford Lane,Library,Loud,Group Friendly,11:00am - 5:00pm,Sweetened sticky rice served with fresh mango and coconut sauce.,,10.1591213,897,12/20/2025
898,Skimia,5 Pierstorff Terrace,Student Center,Moderate,Group Friendly,24 hour,Lightweight and portable swing hammock for relaxing outdoors.,,120.482198,898,9/18/2025
899,Yabox,8 Jay Center,Student Center,Quiet,Not Group Friendly,8:00am - 6:00pm,Abstract canvas print to enhance home decor.,,86.1430172,899,4/12/2025
900,Twiyo,5 Spaight Park,Library,Quiet,Not Group Friendly,11:00am - 5:00pm,Activity workbook for early learning and fun.,,41.734917,900,7/25/2025
901,Viva,2 Quincy Lane,Residence,Loud,Not Group Friendly,24 hour,Handmade eco-friendly bowls made from real coconuts.,,109.6922026,901,10/3/2025
902,Camimbo,64711 Sachtjen Pass,Residence,Loud,Not Group Friendly,11:00am - 5:00pm,Non-stick baking mat for easy cooking and cleanup.,,21.897405,902,7/24/2025
903,Livefish,3676 Arizona Lane,Residence,Quiet,Group Friendly,8:00am - 6:00pm,Infuser for brewing loose-leaf herbal teas easily.,,72.1486548,903,6/30/2025
904,Flipopia,0859 Northview Terrace,Residence,Moderate,Not Group Friendly,8:00am - 6:00pm,Eco-friendly bamboo cutting boards in various sizes.,,12.5352641,904,4/15/2025
905,Omba,159 Hansons Place,Library,Loud,Not Group Friendly,11:00am - 5:00pm,Convenient electric screwdriver for DIY projects at home.,,107.768069,905,1/4/2026
906,Eabox,5349 Emmet Alley,Cafe,Loud,Not Group Friendly,11:00am - 5:00pm,Rechargeable lantern with multiple brightness settings for outdoors.,,0.2010233,906,9/14/2025
907,Meedoo,1 Lunder Drive,Library,Moderate,Not Group Friendly,11:00am - 5:00pm,Eco-friendly silicone bags for food storage and snacks.,,115.251124,907,10/7/2025
908,Vinder,01 Express Place,Cafe,Loud,Not Group Friendly,8:00am - 6:00pm,"A blend of nuts, seeds, and dried fruits for snacking.",,39.1009227,908,6/20/2025
909,Divanoodle,7 Merry Lane,Library,Loud,Not Group Friendly,24 hour,"A hearty soup made with lentils, a variety of vegetables, and spices, ideal for a nutritious meal.",,120.409835,909,1/2/2026
910,Leenti,68 Golden Leaf Crossing,Academic,Moderate,Not Group Friendly,24 hour,Comfortable pillow with built-in massage features.,,125.75324,910,10/12/2025
911,Jabberstorm,693 Knutson Terrace,Cafe,Loud,Not Group Friendly,11:00am - 5:00pm,Weighted jump rope that counts jumps and calories burned.,,3.8502617,911,9/25/2025
912,Yodo,73 Hanover Alley,Academic,Loud,Group Friendly,24 hour,"Sweet peach halves packed in juice, great for desserts.",,-51.5303101,912,1/1/2026
913,Flashspan,9806 Buhler Place,Cafe,Quiet,Not Group Friendly,11:00am - 5:00pm,Stylish insulated lunch bag for on-the-go meals.,,14.1268727,913,8/21/2025
914,Bubblebox,26 Briar Crest Alley,Student Center,Loud,Not Group Friendly,8:00am - 6:00pm,Spicy seasoning mix for all your favorite dishes.,,-80.0926014,914,1/4/2026
915,Reallinks,81779 Fairview Avenue,Student Center,Moderate,Not Group Friendly,11:00am - 5:00pm,Comfortable and adjustable harness for dogs.,,-8.7098337,915,2/27/2026
916,Snaptags,264 Stephen Center,Cafe,Moderate,Not Group Friendly,11:00am - 5:00pm,Adds extra comfort to your mattress for a better night's sleep.,,-88.1263369,916,1/21/2026
917,Quimm,8250 Londonderry Hill,Residence,Quiet,Group Friendly,8:00am - 6:00pm,A blend of spices that brings the taste of fall to your baked goods.,,-45.928795,917,6/17/2025
918,Twitterwire,035 Fairfield Hill,Student Center,Moderate,Not Group Friendly,24 hour,Savory sauce for vegetable and meat stir-fries.,,-8.2103619,918,2/26/2026
919,Realbuzz,9890 Grayhawk Court,Student Center,Quiet,Not Group Friendly,8:00am - 6:00pm,Easy-to-heat frozen burritos for a quick meal.,,15.0017895,919,5/24/2025
920,Thoughtstorm,75822 Huxley Circle,Cafe,Moderate,Not Group Friendly,8:00am - 6:00pm,Marinated beef strips in teriyaki sauce for easy grilling.,,57.5012222,920,7/22/2025
921,Edgeify,43 Gateway Point,Library,Quiet,Not Group Friendly,11:00am - 5:00pm,Space-saving broom holder for organized cleaning supplies.,,139.8755526,921,3/2/2026
922,Oyondu,28723 Towne Lane,Cafe,Quiet,Group Friendly,8:00am - 6:00pm,Short-grain sushi rice for perfect rolls.,,109.0215438,922,6/12/2025
923,Skinix,05 Eagle Crest Center,Student Center,Quiet,Not Group Friendly,24 hour,Tablet for digital drawing and illustration work.,,-71.465973,923,3/6/2026
924,Skippad,1840 Lillian Junction,Library,Quiet,Group Friendly,11:00am - 5:00pm,"Concentrated tomato paste, great for sauces.",,12.0234318,924,12/8/2025
925,Twitternation,99366 Barby Court,Student Center,Loud,Not Group Friendly,8:00am - 6:00pm,Lightweight and slim monitor ideal for dual-screen setups.,,44.5141851,925,5/18/2025
926,JumpXS,2962 Maywood Park,Library,Quiet,Group Friendly,8:00am - 6:00pm,Quick-cooking ramen noodles made with organic wheat.,,34.779603,926,12/24/2025
927,Youtags,605 Dovetail Avenue,Student Center,Loud,Not Group Friendly,11:00am - 5:00pm,Easy-to-set-up picnic table for outdoor dining.,,13.7676059,927,12/17/2025
928,Jayo,898 Crowley Trail,Residence,Loud,Not Group Friendly,24 hour,Energy-efficient infrared heater for home use.,,108.2323,928,4/28/2025
929,Leenti,40328 Stone Corner Road,Residence,Moderate,Not Group Friendly,8:00am - 6:00pm,"Durable canvas tote bag, perfect for everyday use.",,116.768541,929,1/19/2026
930,Dynabox,76014 Forster Park,Student Center,Quiet,Group Friendly,24 hour,Sustainable foam blocks for yoga practice.,,13.7889869,930,11/11/2025
931,Skyvu,4 Morningstar Terrace,Academic,Loud,Group Friendly,8:00am - 6:00pm,A crunchy collection of flavored kettle chips in a convenient pack.,,-105.2061347,931,2/17/2026
932,Photojam,445 Packers Way,Student Center,Moderate,Not Group Friendly,11:00am - 5:00pm,Durable and soft frisbee designed for dogs to play with.,,-57.5897345,932,12/1/2025
933,Kayveo,0503 Rusk Hill,Student Center,Quiet,Group Friendly,24 hour,Fragrant fried rice with authentic Thai basil and veggies.,,-118.1507494,933,10/6/2025
934,Fatz,36683 Springview Center,Student Center,Loud,Group Friendly,11:00am - 5:00pm,Portable fire pit for backyard gatherings.,,23.0771373,934,12/16/2025
935,Skaboo,99201 Vahlen Road,Library,Quiet,Not Group Friendly,11:00am - 5:00pm,Crunchy pretzel nuggets filled with creamy peanut butter.,,-8.8183159,935,3/20/2025
936,Edgeclub,93 Lakewood Point,Student Center,Quiet,Group Friendly,11:00am - 5:00pm,"Crunchy granola with almonds and a hint of vanilla, perfect for breakfast.",,-58.2918546,936,11/29/2025
937,Layo,4 Dennis Way,Residence,Moderate,Not Group Friendly,24 hour,"Rich and creamy tomato basil soup, perfect with a grilled cheese.",,43.9516138,937,1/24/2026
938,Kare,3160 Corry Hill,Student Center,Moderate,Group Friendly,8:00am - 6:00pm,Citrusy lemons perfect for drinks and cooking.,,120.9915504,938,7/7/2025
939,Brainlounge,262 Lighthouse Bay Center,Student Center,Quiet,Not Group Friendly,24 hour,"Creamy chickpea dip, perfect for veggies or pita.",,113.3227193,939,8/23/2025
940,Wordtune,0587 Tony Lane,Cafe,Moderate,Not Group Friendly,11:00am - 5:00pm,"Deliciously creamy spinach dip, perfect for parties.",,120.4493879,940,6/7/2025
941,Yozio,945 Petterle Way,Student Center,Loud,Not Group Friendly,24 hour,High-quality whole wheat flour for baking and cooking.,,37.6032435,941,10/22/2025
942,Twitterbridge,4 Cody Road,Library,Loud,Group Friendly,11:00am - 5:00pm,Pulled jackfruit in a smoky BBQ sauce for a tasty vegan dish.,,140.6634789,942,5/1/2025
943,Feedspan,6957 Trailsway Parkway,Cafe,Moderate,Group Friendly,8:00am - 6:00pm,"Bell peppers stuffed with rice, beans, and spices, ready to bake.",,55.40834,943,7/23/2025
944,Bluezoom,11 Longview Trail,Residence,Quiet,Not Group Friendly,8:00am - 6:00pm,Delicious ravioli filled with creamy ricotta and fresh spinach.,,100.103317,944,11/20/2025
945,Trudeo,95107 Starling Way,Student Center,Moderate,Group Friendly,11:00am - 5:00pm,Compact fire pit for campfires and gatherings.,,-0.8453268,945,3/20/2025
946,Cogidoo,417 American Circle,Student Center,Loud,Group Friendly,8:00am - 6:00pm,High-quality whey protein powder for muscle recovery.,,-82.7247254,946,8/4/2025
947,Twitterbridge,37993 Caliangt Trail,Cafe,Moderate,Group Friendly,8:00am - 6:00pm,Multi-level cat tree for play and scratching.,,124.7798258,947,2/28/2026
948,Mybuzz,85 Oxford Center,Academic,Loud,Not Group Friendly,24 hour,Fresh walnut halves for baking or snacking.,,71.4599651,948,10/20/2025
949,Plambee,36902 Bayside Drive,Library,Quiet,Not Group Friendly,8:00am - 6:00pm,A sweet and spicy sauce ideal for spring rolls or chicken nuggets.,,87.236772,949,8/16/2025
950,Jabbersphere,6630 Hayes Hill,Library,Moderate,Group Friendly,11:00am - 5:00pm,"A mix of grilled vegetables, ready to heat for quick side dishes.",,25.9358367,950,8/3/2025
951,Ntags,254 Lillian Center,Residence,Moderate,Not Group Friendly,24 hour,Complete set of gardening tools for all your needs.,,114.7380385,951,6/28/2025
952,Trudeo,2803 Carioca Crossing,Cafe,Loud,Not Group Friendly,11:00am - 5:00pm,Wearable device to track fitness activities and heart rate.,,-73.1545822,952,7/4/2025
953,Skimia,363 Mccormick Point,Academic,Quiet,Group Friendly,8:00am - 6:00pm,Anti-fog ski goggles for winter sports.,,-87.2543702,953,9/19/2025
954,Browsecat,7 Dorton Street,Residence,Moderate,Group Friendly,24 hour,"Freshly baked artisan bread, perfect for sandwiches or toasting.",,105.2721456,954,7/10/2025
955,Jetwire,4515 Porter Way,Library,Moderate,Group Friendly,11:00am - 5:00pm,Space-saving rack to store and organize spices conveniently.,,15.4102793,955,8/3/2025
956,Mynte,683 Gale Way,Cafe,Loud,Not Group Friendly,8:00am - 6:00pm,"A mix of grilled vegetables, ready to heat for quick side dishes.",,103.93935,956,8/3/2025
957,Reallinks,04 Dexter Alley,Academic,Moderate,Not Group Friendly,8:00am - 6:00pm,Just add water for a quick pasta sauce.,,120.5657329,957,2/21/2026
958,Yadel,3 Wayridge Point,Academic,Moderate,Not Group Friendly,24 hour,Set of baking sheets for effortless baking.,,114.333767,958,9/9/2025
959,Kwilith,784 Commercial Parkway,Student Center,Quiet,Group Friendly,8:00am - 6:00pm,Timeless black trousers for a smart and sophisticated look.,,69.3717635,959,6/17/2025
960,Chatterbridge,6 Commercial Street,Academic,Loud,Group Friendly,24 hour,All-in-one art set for kids to unleash creativity.,,17.6896073,960,10/22/2025
961,Mybuzz,17658 Rigney Avenue,Academic,Quiet,Not Group Friendly,24 hour,Refreshing sparkling water with lemon and lime flavor,,-7.9000381,961,9/20/2025
962,Topicshots,1 Northfield Plaza,Cafe,Moderate,Not Group Friendly,11:00am - 5:00pm,"A tangy marinade for meats and veggies, packed with garlic flavor.",,123.8751554,962,2/9/2026
963,Browsecat,1992 Lunder Road,Academic,Moderate,Not Group Friendly,8:00am - 6:00pm,Compact electric pot for hot pot dining at home.,,-7.5618071,963,6/17/2025
964,Thoughtblab,2105 Packers Pass,Student Center,Quiet,Group Friendly,11:00am - 5:00pm,Durable bag for carrying your yoga mat and accessories.,,12.3750266,964,5/17/2025
965,Brightbean,0 Lillian Parkway,Library,Quiet,Group Friendly,24 hour,Padded laptop sleeve for protection against scratches.,,-42.374164,965,2/23/2026
966,Skyndu,97807 Coolidge Junction,Residence,Quiet,Group Friendly,8:00am - 6:00pm,Tangy sweet chili sauce perfect for dipping or cooking.,,25.498235,966,11/4/2025
967,Quire,316 Fairfield Pass,Cafe,Quiet,Group Friendly,11:00am - 5:00pm,Colorful bins to keep your space organized.,,24.8195808,967,1/6/2026
968,Mymm,9 Evergreen Trail,Cafe,Loud,Group Friendly,8:00am - 6:00pm,Compact and stylish indoor/outdoor fire pit for ambiance.,,141.2777515,968,11/28/2025
969,Pixoboo,913 Namekagon Parkway,Academic,Moderate,Group Friendly,8:00am - 6:00pm,Challenging and fun puzzle game for all ages.,,112.97964,969,8/25/2025
970,Thoughtblab,55178 Karstens Trail,Residence,Quiet,Group Friendly,24 hour,A blend of spices perfect for seasoning steak.,,115.078981,970,3/24/2025
971,Katz,817 Westend Point,Library,Loud,Group Friendly,8:00am - 6:00pm,Adjustable window blinds for privacy and light control.,,19.9677201,971,5/26/2025
972,Eadel,02738 Sloan Park,Cafe,Moderate,Group Friendly,11:00am - 5:00pm,Powerful blender for smoothies and soups.,,106.7883416,972,3/1/2026
973,Cogibox,9 Macpherson Center,Academic,Loud,Not Group Friendly,8:00am - 6:00pm,Compact electric pot for hot pot dining at home.,,117.116756,973,6/18/2025
974,Flashset,057 Colorado Pass,Cafe,Loud,Not Group Friendly,8:00am - 6:00pm,Variety of bands suitable for all fitness levels.,,124.292626,974,4/3/2025
975,Mycat,260 Nelson Junction,Cafe,Loud,Not Group Friendly,11:00am - 5:00pm,Rechargeable water flosser for dental hygiene.,,125.136451,975,11/25/2025
976,Bubblebox,59 Oak Valley Terrace,Academic,Loud,Group Friendly,11:00am - 5:00pm,Wireless trackpad for enhanced laptop navigation.,,121.5863465,976,7/15/2025
977,Livetube,3 Anzinger Court,Library,Moderate,Group Friendly,8:00am - 6:00pm,Wireless trackpad for enhanced laptop navigation.,,37.6243984,977,1/19/2026
978,Yodoo,68477 Sloan Point,Residence,Loud,Group Friendly,8:00am - 6:00pm,Compostable plates suitable for various occasions.,,102.0032957,978,8/23/2025
979,Quaxo,35 Rusk Center,Cafe,Loud,Not Group Friendly,8:00am - 6:00pm,"Creamy and rich vanilla ice cream, a classic dessert.",,-73.330688,979,6/1/2025
980,Twitternation,86065 Russell Avenue,Library,Moderate,Not Group Friendly,24 hour,Rich and buttery mashed potatoes with roasted garlic.,,113.249705,980,10/14/2025
981,Geba,11013 Scofield Point,Residence,Loud,Group Friendly,24 hour,Powerful grinder for making sausage and burgers at home.,,68.627038,981,12/20/2025
982,Skyndu,42 Moland Road,Library,Quiet,Not Group Friendly,11:00am - 5:00pm,Timeless belted trench coat for a polished look during fall.,,34.8870985,982,11/17/2025
983,Yombu,6 Jay Terrace,Library,Loud,Not Group Friendly,11:00am - 5:00pm,Comprehensive first aid kit for emergency situations.,,-62.97238,983,11/5/2025
984,Twitterbridge,14 Rowland Crossing,Cafe,Moderate,Not Group Friendly,24 hour,Insulated pitcher to keep beverages cold or hot.,,106.1081103,984,8/14/2025
985,Gabtune,8 Fulton Parkway,Residence,Quiet,Group Friendly,8:00am - 6:00pm,"Spicy and creamy dip made with shredded chicken, perfect for parties.",,-52.2516426,985,3/5/2026
986,Youspan,3560 Rusk Place,Cafe,Quiet,Not Group Friendly,8:00am - 6:00pm,"A hearty salad with lentils, veggies, and curry dressing.",,119.843271,986,4/2/2025
987,Eare,5540 Donald Junction,Library,Quiet,Group Friendly,11:00am - 5:00pm,UV light sanitizer for phones and small items.,,2.3839746,987,7/12/2025
988,Skimia,59262 Blue Bill Park Crossing,Library,Moderate,Not Group Friendly,8:00am - 6:00pm,Large wall planner for organizing schedules.,,141.6664383,988,6/1/2025
989,Ooba,036 Lillian Lane,Student Center,Moderate,Group Friendly,11:00am - 5:00pm,Classic cereal made with whole grains and honey.,,102.0832543,989,10/22/2025
990,Vinte,621 Del Sol Junction,Residence,Quiet,Group Friendly,8:00am - 6:00pm,64GB SD memory card for cameras and devices.,,91.862132,990,9/5/2025
991,Devify,37104 Schiller Point,Library,Loud,Not Group Friendly,11:00am - 5:00pm,Customizable window cover for light control and privacy.,,-70.929367,991,2/5/2026
992,Quinu,890 Southridge Circle,Academic,Moderate,Not Group Friendly,8:00am - 6:00pm,Roasted almonds dipped in rich dark chocolate.,,120.8130073,992,8/24/2025
993,Buzzster,38 Barby Place,Academic,Loud,Not Group Friendly,11:00am - 5:00pm,"Crunchy tortilla chips with a hint of sea salt, great with dips.",,-38.8591633,993,7/27/2025
994,Jaxbean,572 Bultman Circle,Academic,Moderate,Not Group Friendly,24 hour,Colorful and child-friendly gardening tools for little hands.,,18.735973,994,12/11/2025
995,Ailane,2 Anthes Road,Student Center,Quiet,Group Friendly,11:00am - 5:00pm,Beginner-friendly acoustic guitar with natural finish.,,36.5567371,995,11/14/2025
996,Babblestorm,5263 Banding Street,Library,Loud,Group Friendly,24 hour,Rich and buttery mashed potatoes with roasted garlic.,,13.7026399,996,4/10/2025
997,Skimia,1 Hovde Junction,Academic,Quiet,Group Friendly,8:00am - 6:00pm,"Fresh fruit salad, ready to eat and refreshing.",,153.7133333,997,11/26/2025
998,Quatz,3 Eagan Avenue,Cafe,Moderate,Not Group Friendly,24 hour,"Deliciously smoked salmon, great for bagels.",,10.7612521,998,9/30/2025
999,Vinte,23435 Menomonie Court,Academic,Loud,Not Group Friendly,24 hour,"Pasta tossed with fresh basil pesto, simple and delicious.",,122.22028,999,9/9/2025
1000,Gigazoom,03 Tony Street,Cafe,Quiet,Group Friendly,11:00am - 5:00pm,Fun gardening tools designed specifically for kids.,,15.5547835,1000,2/18/2026
